factor_name,display_name,family,family_label,params,direction,expression,description,PassGates,Score,IC,IR,Turnover,maxx,minn,max_mean,min_mean,positive_ic_ratio,submission_path,submission_dir,metadata_path,timestamp,sanity_report
manual_alpha_011,manual_alpha_011_body_fraction,body_fraction,Body Fraction,{},1,rank(+1 * ((close-open)/(high-low+eps))),Follow strong candle bodies after scaling by current bar range.,True,2.837204090785992,0.0121234531323887,21.171093966870135,11.914468765258787,4.354926586151123,0.0,4.050323486328125,4.926003748551011e-05,0.9228650137741048,/Volumes/T7/Scientech/manual/submit/manual_alpha_011_20260410_170000_p1_y/manual_alpha_011_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_011_20260410_170000_p1_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_011_20260410_170000_p1_y/manual_alpha_011_metadata.json,20260410_170000_p1,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_012,manual_alpha_012_bar_return,bar_return,Close To Previous Close Return,{},1,"rank(+1 * (close_trade_px/delay(close_trade_px,1) - 1))",Follow the last-bar close-to-close return.,True,2.82583708534951,0.0125066838869654,19.15084116480588,12.09870147705078,4.356349468231201,0.0,4.052391529083252,0.0,0.9049586776859504,/Volumes/T7/Scientech/manual/submit/manual_alpha_012_20260410_170000_p1_y/manual_alpha_012_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_012_20260410_170000_p1_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_012_20260410_170000_p1_y/manual_alpha_012_metadata.json,20260410_170000_p1,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_013,manual_alpha_013_range_conditioned_body,range_conditioned_body,Body x Range Surprise,{'window': 8},1,"rank(+1 * body_frac * (range_pct/mean(range_pct,8)))",Follow candle body when the contemporaneous range is a 8-bar outlier.,True,2.8179618352307636,0.0122986683730426,19.58711684568741,11.862896919250488,4.356349468231201,0.0,4.05239200592041,0.0,0.9077134986225897,/Volumes/T7/Scientech/manual/submit/manual_alpha_013_20260410_170000_p1_y/manual_alpha_013_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_013_20260410_170000_p1_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_013_20260410_170000_p1_y/manual_alpha_013_metadata.json,20260410_170000_p1,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_014,manual_alpha_014_avg_trade_conditioned_return,avg_trade_conditioned_return,Return x Average Trade Value Surprise,{'window': 16},1,"rank(+1 * close_ret * ((dvolume/trade_count)/mean(dvolume/trade_count,16)))",Follow moves when average trade value is stretched over a 16-bar context.,True,2.8017080456777985,0.0124877389046029,18.691630612757816,12.014753341674805,4.356349468231201,0.0,4.05239200592041,0.0,0.90633608815427,/Volumes/T7/Scientech/manual/submit/manual_alpha_014_20260410_170000_p1_y/manual_alpha_014_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_014_20260410_170000_p1_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_014_20260410_170000_p1_y/manual_alpha_014_metadata.json,20260410_170000_p1,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_015,manual_alpha_015_close_zscore,close_zscore,Close Z-Score Stretch,{'window': 24},-1,"rank(-1 * zscore(close_trade_px, 24))",Fade rolling 24-bar close z-score stretch; captures short-horizon intraday price extension.,True,2.7784200861805672,0.013680693782033,5.469291623504798,3.6005160808563232,4.356349468231201,0.0,4.051764011383057,0.0,0.6460055096418733,/Volumes/T7/Scientech/manual/submit/manual_alpha_015_20260410_170000_p1_y/manual_alpha_015_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_015_20260410_170000_p1_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_015_20260410_170000_p1_y/manual_alpha_015_metadata.json,20260410_170000_p1,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_016,manual_alpha_016_avg_trade_conditioned_return,avg_trade_conditioned_return,Return x Average Trade Value Surprise,{'window': 8},1,"rank(+1 * close_ret * ((dvolume/trade_count)/mean(dvolume/trade_count,8)))",Follow moves when average trade value is stretched over a 8-bar context.,True,2.7628256985754587,0.0124268318202318,18.564760748801433,12.02921199798584,4.356349468231201,0.0,4.05239200592041,0.0,0.9022038567493113,/Volumes/T7/Scientech/manual/submit/manual_alpha_016_20260410_170000_p2_y/manual_alpha_016_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_016_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_016_20260410_170000_p2_y/manual_alpha_016_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_017,manual_alpha_017_trade_conditioned_return,trade_conditioned_return,Return x Trade-Count Surprise,{'window': 16},1,"rank(+1 * close_ret * (trade_count/mean(trade_count,16)))",Follow short return moves when quote/print activity spikes versus a 16-bar average.,True,2.6511764436302503,0.012177203316031,18.209572998845875,11.928767204284668,4.356349468231201,0.0,4.05239200592041,0.0,0.8884297520661157,/Volumes/T7/Scientech/manual/submit/manual_alpha_017_20260410_170000_p2_y/manual_alpha_017_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_017_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_017_20260410_170000_p2_y/manual_alpha_017_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_018,manual_alpha_018_dvolume_conditioned_return,dvolume_conditioned_return,Return x Dollar-Volume Surprise,{'window': 16},1,"rank(+1 * close_ret * (dvolume/mean(dvolume,16)))",Follow return intensity when dollar volume is unusually large over 16 bars.,True,2.6302414046707985,0.0121774523030276,17.79382983346034,11.88420295715332,4.356349468231201,0.0,4.05239200592041,0.0,0.8856749311294766,/Volumes/T7/Scientech/manual/submit/manual_alpha_018_20260410_170000_p2_y/manual_alpha_018_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_018_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_018_20260410_170000_p2_y/manual_alpha_018_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_019,manual_alpha_019_volume_conditioned_return,volume_conditioned_return,Return x Volume Surprise,{'window': 16},1,"rank(+1 * close_ret * (volume/mean(volume,16)))",Follow close-to-close return when volume is elevated against a 16-bar baseline.,True,2.618416566018825,0.0121602576856844,17.73008689004751,11.88358211517334,4.356349468231201,0.0,4.05239200592041,0.0,0.8856749311294766,/Volumes/T7/Scientech/manual/submit/manual_alpha_019_20260410_170000_p2_y/manual_alpha_019_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_019_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_019_20260410_170000_p2_y/manual_alpha_019_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_020,manual_alpha_020_trade_conditioned_return,trade_conditioned_return,Return x Trade-Count Surprise,{'window': 8},1,"rank(+1 * close_ret * (trade_count/mean(trade_count,8)))",Follow short return moves when quote/print activity spikes versus a 8-bar average.,True,2.6034317891745475,0.0121511921896945,17.7987994560643,11.96051788330078,4.356349468231201,0.0,4.05239200592041,0.0,0.8856749311294766,/Volumes/T7/Scientech/manual/submit/manual_alpha_020_20260410_170000_p2_y/manual_alpha_020_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_020_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_020_20260410_170000_p2_y/manual_alpha_020_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_021,manual_alpha_021_dvolume_conditioned_return,dvolume_conditioned_return,Return x Dollar-Volume Surprise,{'window': 8},1,"rank(+1 * close_ret * (dvolume/mean(dvolume,8)))",Follow return intensity when dollar volume is unusually large over 8 bars.,True,2.533115452369968,0.0120585656376278,17.24693101843739,11.91799545288086,4.356349468231201,0.0,4.05239200592041,0.0,0.8774104683195593,/Volumes/T7/Scientech/manual/submit/manual_alpha_021_20260410_170000_p2_y/manual_alpha_021_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_021_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_021_20260410_170000_p2_y/manual_alpha_021_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_022,manual_alpha_022_volume_conditioned_return,volume_conditioned_return,Return x Volume Surprise,{'window': 8},1,"rank(+1 * close_ret * (volume/mean(volume,8)))",Follow close-to-close return when volume is elevated against a 8-bar baseline.,True,2.52748564861941,0.0120495664264661,17.21910203129333,11.917277336120604,4.356349468231201,0.0,4.05239200592041,0.0,0.8774104683195593,/Volumes/T7/Scientech/manual/submit/manual_alpha_022_20260410_170000_p2_y/manual_alpha_022_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_022_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_022_20260410_170000_p2_y/manual_alpha_022_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_023,manual_alpha_023_volatility_conditioned_return,volatility_conditioned_return,Return / Recent Volatility,{'window': 32},1,"rank(+1 * close_ret / std(close_ret,32))",Follow bar return after normalizing by 32-bar realized volatility.,True,2.04471215281844,0.0109742151889476,17.649767113857056,12.214400291442873,4.356349468231201,0.0,4.05239200592041,0.0,0.8746556473829201,/Volumes/T7/Scientech/manual/submit/manual_alpha_023_20260410_170000_p2_y/manual_alpha_023_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_023_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_023_20260410_170000_p2_y/manual_alpha_023_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_024,manual_alpha_024_close_zscore,close_zscore,Close Z-Score Stretch,{'window': 15},-1,"rank(-1 * zscore(close_trade_px, 15))",Fade rolling 15-bar close z-score stretch; captures short-horizon intraday price extension.,True,1.822536059200064,0.0104401589257983,5.05075155985646,4.661166667938232,4.356349468231201,0.0,4.05239200592041,0.0,0.6225895316804407,/Volumes/T7/Scientech/manual/submit/manual_alpha_024_20260410_170000_p2_y/manual_alpha_024_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_024_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_024_20260410_170000_p2_y/manual_alpha_024_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_025,manual_alpha_025_volatility_conditioned_return,volatility_conditioned_return,Return / Recent Volatility,{'window': 16},1,"rank(+1 * close_ret / std(close_ret,16))",Follow bar return after normalizing by 16-bar realized volatility.,True,1.7363913686005847,0.0103726883105039,16.486924104180176,12.192586898803713,4.356349468231201,0.0,4.05239200592041,0.0,0.8581267217630854,/Volumes/T7/Scientech/manual/submit/manual_alpha_025_20260410_170000_p2_y/manual_alpha_025_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_025_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_025_20260410_170000_p2_y/manual_alpha_025_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
manual_alpha_026,manual_alpha_026_multi_horizon_mix,multi_horizon_mix,1/4/16-Bar Return Mix,{},-1,rank(-1 * (ret1 + 0.5*ret4 + 0.25*ret16)),Fade a blended 1/4/16-bar return stack.,True,0.754969522570127,0.0078022765317368,3.12479130731778,7.06276273727417,4.356349468231201,0.0,4.052395343780518,0.0,0.5964187327823691,/Volumes/T7/Scientech/manual/submit/manual_alpha_026_20260410_170000_p2_y/manual_alpha_026_submission.pq,/Volumes/T7/Scientech/manual/submit/manual_alpha_026_20260410_170000_p2_y,/Volumes/T7/Scientech/manual/submit/manual_alpha_026_20260410_170000_p2_y/manual_alpha_026_metadata.json,20260410_170000_p2,"{'status': 'PASS', 'submission_ready': True, 'cover_all': 1, 'missing_days_count': 0, 'missing_days_sample': [], 'max': 1.0, 'min': 0.0, 'row_count': 57554880, 'unique_days': 726, 'duplicate_keys': 0, 'alpha_in_bounds': True, 'alpha_is_constant': False, 'allowed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'observed_utc_times': ['01:45:00', '02:00:00', '02:15:00', '02:30:00', '02:45:00', '03:00:00', '03:15:00', '03:30:00', '05:15:00', '05:30:00', '05:45:00', '06:00:00', '06:15:00', '06:30:00', '06:45:00', '07:00:00'], 'invalid_utc_times': [], 'exact_15m_grid': True, 'bars_per_day_min': 16, 'bars_per_day_max': 16, 'bars_per_day_expected': 16, 'full_intraday_grid': True}"
